Playlist,Clave,Valor
Arena negra,Sundays,Emotional Oranges
Arena negra,Personal,Emotional Oranges
Arena negra,Corners Of My Mind,Emotional Oranges
Arena negra,Ceremony,Skrillex
Arena negra,Vaitimbora,Mariana Froes
Arena negra,HYDROCITY ANTHEM / STAR ALIGNER,Ghouljaboy
Arena negra,STAR COLLIDER,Ghouljaboy
Arena negra,Ford,Mentaguay
Arena negra,una noche más,saint
Arena negra,chica de cristal,Judeline
Arena negra,Imperio,Duki
Arena negra,backseat,Fred again..
Arena negra,Put On A Smile,Bruno Mars
Arena negra,Make It Right (feat. Lauv),BTS
Arena negra,Don’t Say You Love Me,Jin
Arena negra,CANDY GUM (feat. Jessie Reyez & Becky G),Emotional Oranges
PtH,"Under Star (From ""Hajime no Ippo"")",Miura Jam
PtH,Inosuke Theme - Cover,Samuel Kim
PtH,Tengen Uzui Theme - Cover,Samuel Kim
PtH,Zenitsu Theme V3 (Godlike Speed) - Cover,Samuel Kim
PtH,BEASTFUL,GRANRODEO
PtH,Sign,FLOW
PtH,Diver,NICO Touches the Walls
PtH,シルエット,KANA-BOON
PtH,絆ノ奇跡,MAN WITH A MISSION
PtH,MUKANJYO,Survive Said The Prophet
PtH,River,Anonymouz
PtH,Pillar Men Theme (Awaken) - Cover,Samuel Kim
PtH,Mitsuri Fight Theme (From 'Demon Slayer'),Ruki X Music
PtH,THE HERO !! ～怒れる拳に火をつけろ～,JAM Project
PtH,乱舞のメロディ,SID
PtH,You Say Run,Yuki Hayashi
PtH,Just Awake,"Fear, and Loathing in Las Vegas"
PtH,One Reason,DWB
PtH,"Inner Light (From ""Hajime No Ippo"")",Miura Jam
PtH,HEKIREKI,LAST ALLIANCE
PtH,happily ever after,Shoko Nakagawa
PtH,Libera Me from Hell,Cement City
PtH,Paint The Town Blue (from the series Arcane League of Legends),Ashnikko
PtH,Under Star,Shocking Lemon
PtH,Inner Light,Shocking Lemon
PtH,His World -Theme of Sonic The Hedgehog-,Ali Tabatabaee
PtH,Live & Learn ...Main Theme of ”Sonic Adventure 2”,Crush 40
PtH,Endless Possibility - Live,Tomoya Ohtani Band
PtH,Reach For the Stars - Re-Colors,Tomoya Ohtani Band
PtH,Never Let This Go,ONE OK ROCK
PtH,Riot!!!,ONE OK ROCK
PtH,Hitsuzen maker,ONE OK ROCK
PtH,Monster,Skillet
PtH,Guitar Pick,MEMI
PtH,REVIVER,MY FIRST STORY
PtH,il vento d'oro,Yugo Kanno
PtH,Sleep Now In the Fire,Rage Against The Machine
PtH,"Vi, the Piltover Enforcer (Here Comes Vi) (From League of Legends: Season 2)",League of Legends
PtH,Hashira Theme,Samuel Kim
PtH,BEAT INSANO (AUTOMOTIVO),S4nri0
PtH,Xanadu,Ummet Ozcan
PtH,Fallout,Masked Wolf
PtH,edamame - Diplo Remix,bbno$
PtH,HOT DEMON B!TCHES NEAR U ! ! !,CORPSE
PtH,我的新衣 (feat. Ty. & 王倩倩),VaVa
PtH,波斯,VaVa
PtH,Teardrops,Bring Me The Horizon
PtH,The Lion From The North,Sabaton
PtH,Demons Are a Girl's Best Friend (feat. Alissa White-Gluz),Powerwolf
PtH,Before I Forget,Slipknot
PtH,AUTOMOTIVO EMPURRA,sma$her
PtH,FUNK DO BOUNCE,Ariis
PtH,ACTION MAN,Nerve Agent
PtH,Hashira Theme (Tengen Uzui) - Cover,Samuel Kim
PtH,Rengoku Theme - Cover,Samuel Kim
PtH,Inosuke Theme V3 - Cover,Samuel Kim
PtH,Duality,Slipknot
PtH,Good Space,Skrillex
PtH,Memories,ONE OK ROCK
PtH,RATATA,Skrillex
PtH,Kyoto (feat. Sirah),Skrillex
PtH,The Watcher,Arch Enemy
PtH,Everytime We Touch - TEKKNO Version,Electric Callboy
PtH,FUNK ELASTIC,MXZI
PtH,DESNUDA - Slowed,sma$her
PtH,Taka Saka,Ariis
PtH,Montagem Pixel Estelar 1.0 (Slowed),TOKYOPHILE
PtH,Montagem Solar Atmosfera,Ariis
PtH,Louca Encubada,Dj Samir
PtH,Am I Dreaming,Metro Boomin
PtH,MONTAGEM LADRAO,ATLXS
PtH,COM MEDO!,Sayfalse
PtH,Muichiro Tokito Theme (Swordsmith Village Arc) - Cover,Samuel Kim
PtH,Muichiro Tokito Theme (Epic Version),Ashif N
PtH,TADA DUM,sma$her
Ep. 14,OBOKURI,Ikue Asazaki
Ep. 14,EEUMI,Ikue Asazaki
YAOSOBI,三原色,YOASOBI
YAOSOBI,Romance,YOASOBI
YAOSOBI,もう少しだけ,YOASOBI
YAOSOBI,セブンティーン,YOASOBI
YAOSOBI,アドベンチャー,YOASOBI
YAOSOBI,好きだ,YOASOBI
Metalcore Is Not Dead ,culture wound,We Came As Romans
Metalcore Is Not Dead ,NUCLEAR,dead7
Metalcore Is Not Dead ,BLACK_WAVE II,PSYCHO-FRAME
Metalcore Is Not Dead ,Gifted Every Strength,Loathe
Metalcore Is Not Dead ,Clockworked,Stray From The Path
Metalcore Is Not Dead ,Trembling Level,Poison The Well
Metalcore Is Not Dead ,Collide,Kingdom Of Giants
Metalcore Is Not Dead ,TANEBI,Knosis
Metalcore Is Not Dead ,Alchemical,Jamie's Elsewhere
Metalcore Is Not Dead ,BLUR,dead7
Metalcore Is Not Dead ,NO REVIVES,PSYCHO-FRAME
Metalcore Is Not Dead ,Oscillator,Make Them Suffer
Metalcore Is Not Dead ,'Til The Wheels Fall Off,Gideon
Metalcore Is Not Dead ,LEECH,LUNA KILLS
Metalcore Is Not Dead ,Salt and Ash,God Complex
Metalcore Is Not Dead ,Spineless,Discoveries NC
Metalcore Is Not Dead ,Hum From The Hollow,After The Burial
Metalcore Is Not Dead ,I Am Resistance,Bleeding Through
Metalcore Is Not Dead ,bad luck,We Came As Romans
Metalcore Is Not Dead ,FUHAI,Knosis
Metalcore Is Not Dead ,Echoes of War,Great American Ghost
Metalcore Is Not Dead ,HOLE,dead7
Metalcore Is Not Dead ,Better Written Villain,156/Silence
Metalcore Is Not Dead ,Depth Perception,Profiler
Metalcore Is Not Dead ,Dead But So Alive,Bleeding Through
Metalcore Is Not Dead ,Severance,Saltwound
Metalcore Is Not Dead ,Smoke,Kingdom Of Giants
Metalcore Is Not Dead ,A White Horse Covered In Blood,Better Lovers
Metalcore Is Not Dead ,MY DISASTER,Ocean Grove
Metalcore Is Not Dead ,SHINMON,Knosis
Metalcore Is Not Dead ,The Cleansing,August Burns Red
Metalcore Is Not Dead ,Haunter,Alpha Wolf
Metalcore Is Not Dead ,Vengeance,Currents
Metalcore Is Not Dead ,Hollow,Saltwound
Metalcore Is Not Dead ,Asphalt,Kingdom Of Giants
Metalcore Is Not Dead ,Invisible Rain,Stick To Your Guns
Metalcore Is Not Dead ,Horror Domain,Foreign Hands
Metalcore Is Not Dead ,FLY AWAY,Ocean Grove
Metalcore Is Not Dead ,Forsaken,Great American Ghost
Metalcore Is Not Dead ,Epitaph,Make Them Suffer
Metalcore Is Not Dead ,Our Brand Is Chaos,Bleeding Through
Metalcore Is Not Dead ,The Flowering,Better Lovers
Metalcore Is Not Dead ,Still Haunted,Confessions of a Traitor
Metalcore Is Not Dead ,The Jericho Protocol,The Gloom In The Corner
Metalcore Is Not Dead ,RUMBLE,Paledusk
Metalcore Is Not Dead ,All In Forever,Profiler
Metalcore Is Not Dead ,Gored,Loathe
Metalcore Is Not Dead ,Overflow,Polaris
Metalcore Is Not Dead ,Ghost Of Me,Make Them Suffer
Metalcore Is Not Dead ,PULSE,LEVELS
Metalcore Is Not Dead ,Black Hole,We Came As Romans
Metalcore Is Not Dead ,Oversoul,SEPARATØR
Metalcore Is Not Dead ,"Thank You, Again (feat. Phil Bozeman)",Spite
Metalcore Is Not Dead ,24 HOURS LEFT,PSYCHO-FRAME
Metalcore Is Not Dead ,Conditioned for a Head-On Collision,Foreign Hands
Metalcore Is Not Dead ,Sucks 2 Suck,Alpha Wolf
Metalcore Is Not Dead ,slay ur enemies,LUNA KILLS
Metalcore Is Not Dead ,Watch My Promise Die,Dying Wish
Metalcore Is Not Dead ,30 Under 13,Better Lovers
Metalcore Is Not Dead ,God Under Fingernails,Foreign Hands
Metalcore Is Not Dead ,Unfamiliar,Currents
Metalcore Is Not Dead ,Torn From Your Silhouette,Dying Wish
Metalcore Is Not Dead ,Lonely God,Fit For A King
Metalcore Is Not Dead ,Vessel of Rot,Killstreak
Metalcore Is Not Dead ,Revery,Electric Callboy
Metalcore Is Not Dead ,Perfect Soul,Spiritbox
Metalcore Is Not Dead ,Dirt Feed,Cut Short
Metalcore Is Not Dead ,Eat Your Own,Violent End
Metalcore Is Not Dead ,Suffocating Despair,Miserys End
Metalcore Is Not Dead ,Birdcage,SEPARATØR
Metalcore Is Not Dead ,Invincible,Revnoir
Metalcore Is Not Dead ,DROWNING,INDEATH
Metalcore Is Not Dead ,In A Stay,Sunspear
Metalcore Is Not Dead ,Love Lost In A Hail Of Gun Fire - 2023 Re-Recording,Bleeding Through
Metalcore Is Not Dead ,two lives,dead7
Metalcore Is Not Dead ,METAHOPE,Earthists.
Metalcore Is Not Dead ,>_TERMINAL,Gravemind
Metalcore Is Not Dead ,Sun Eater,Prompts
Metalcore Is Not Dead ,An Exit,Bloom
Metalcore Is Not Dead ,Switchblade OST,Diamond Construct
Metalcore Is Not Dead ,"Courtney, just relax (feat. World Of Pleasure)",Static Dress
Metalcore Is Not Dead ,Two Alive Amongst The Dead,Better Lovers
Metalcore Is Not Dead ,Fatal Frame,Confessions of a Traitor
Metalcore Is Not Dead ,Wasted Space,Kingdom Of Giants
Metalcore Is Not Dead ,Slow Suicide,Cultist
Metalcore Is Not Dead ,War Time,Bleeding Through
Metalcore Is Not Dead ,Backfire,August Burns Red
Metalcore Is Not Dead ,I See Dead People,The Amity Affliction
Metalcore Is Not Dead ,MORE POWER. MORE PAIN.,Gideon
Metalcore Is Not Dead ,The Summoning,Sleep Token
Metalcore Is Not Dead ,Without a Whisper,Invent Animate
Metalcore Is Not Dead ,Angel Eyes,Spiritbox
Metalcore Is Not Dead ,Offworlder,Silent Planet
Metalcore Is Not Dead ,Designer Shroud of Turin,The Callous Daoboys
Metalcore Is Not Dead ,Pale Iris,ERRA
Metalcore Is Not Dead ,Forgotten,The Plot In You
Metalcore Is Not Dead ,Broken Steps,Coe Hill
Metalcore Is Not Dead ,War,Story Of The Year
Playlist para mi yo futuro 2023,Die For You,Joji
Playlist para mi yo futuro 2023,Strength of the World,Avenged Sevenfold
Playlist para mi yo futuro 2023,Otra cicatriz,Marea
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Dark Light,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Deira City Centre,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Still Cold / Pathway Private,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Alone,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,JOAN OF ARC,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,I Heard You Were Looking for Me,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Lethal Presence,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,PLEASE DON'T GO,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Concept Nothing,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,I'm Okay,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,BUMBLE BEE,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Off Air,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,I Know Your Ways,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Just Tryna,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,BAD KID,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Molotov,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,HDMI,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,AirplaneMode,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,CtrlAltDelete,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Sodium,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,LooseScrew,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,RampartRange,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Break You Off,Baker Ya Maker
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Deep End,Taz
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Underworld,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Chernobyl,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Cold Steel,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Crooked Smile,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Death Grip,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Bulletproof,Brennan Savage
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,"Sing, You Sinners",Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Bloody Mary,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Airborne,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Burial Grounds,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Grind Mode,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Bloodbath,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,"Worldwide (feat. Curtis Heron, Night Lovell, Fifty Grand, Dylan Brady)",MISOGI
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Timberlake,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,MARY JANE,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,THE SUN,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Demon Lover,Devilish Trio
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Mangroves,SHAHMEN
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,TheRoadLessTraveled,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Bankroll,Taz
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Ashes 2 Ashes (feat. Scrim),Chetta
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Look at Em,Reptilian God Mana
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Ghost Rider,Taz
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Alaska,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,MonsterMash,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,I Lost Carol,J Swey
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,In the Night,Gxx
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Petty,Taz
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Chakra,J Swey
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Knock Knock,Chetta
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Witcher,Crook
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Wolf Creek,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Drop Dead,Gvllow
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,No Escape,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,A Lot,Night Lovell
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Rave in the Grave,REDZED
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Black Heart,Nik $ix
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Scars,Brennan Savage
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Tissue (Тишью),BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,U're Mine,Kina
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Please Come Back,Teqkoi
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Baby You're Worth It,Kina
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Ouija,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Dragons,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Underworld (Slowed + Bass Boosted),starclouds
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Tamashi,Sixthells
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,01000100 01010000 01010011 00101011,OmenXIII
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Johnny Cash,Gvllow
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,IKnowI'mNotAHero,The Virus and Antidote
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,MyTimeIsTooGreatToBeWasted,The Virus and Antidote
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,INeed$,KruddTheGuru
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,AbsoluteHorror,The Virus and Antidote
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,DeepInTheForest,The Virus and Antidote
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Welcome to Hell,Unaverage Gang
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Scholar,GRXGVR
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Killer Butterfly,Beamon
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Look at Me Now,Brennan Savage
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Dreams of You,Brennan Savage
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Badlands,Brennan Savage
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Afterlife,Brennan Savage
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,WASTE,KXLLSWXTCH
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Decisions of Torment,Devilish Trio
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,SystemPreferences,BONES
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,LTE,$uicideboy$
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,I Like,Burgos
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,The 3,Devilish Trio
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Pissin' in the Mainstream,Devilish Trio
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Nightmares & Fantasies,Devilish Trio
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Labyrinth,Devilish Trio
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Suicide Drive,SHAHMEN
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Dyin Slowly,Bill $Aber
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Pdl,Bill $Aber
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,When It Rains It Pours,Bill $Aber
𝔟𝔞𝔡 𝔡𝔞𝔶𝔰 𝔢𝔳𝔢𝔯𝔶𝔡𝔞𝔶,Creepin' N Lurkin',Bill $Aber
Studio Ghibli Sleep,"The Path of the Wind (From ""My Neighbor Totoro"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"君をのせて / Carrying You (From ""Laputa Castle In The Sky"") - Instrumental Piano",Architect of Dreams
Studio Ghibli Sleep,"Merry-Go-Round of Life (From ""Howl's Moving Castle"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"If I Could Be the Sea - Ending Theme Song (From ""The Ocean Waves"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"A Town With an Ocean View (From ""Kiki's Delivery Service"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"The Sixth Station (From ""Spirited Away"")",Ghibli Melodies
Studio Ghibli Sleep,"One Summer Day (From ""Spirited Away"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"The Marsh House (From ""When Marnie Was There"") - Dreamy Piano Version",Nikolai Tal
Studio Ghibli Sleep,"The Bygone Days (From ""Porco Rosso"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"A Dream (From ""From Up On Poppy Hill"") - Sleep",Elden Tales
Studio Ghibli Sleep,"Sho's Waltz (From ""The Secret World of Arrietty"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"A Message Left in Lipstick (From ""Kiki's Delivery Service"") - Piano",Nikolai Tal
Studio Ghibli Sleep,"The Young man from the East (From ""Princess Mononoke"") - Piano",Nikolai Tal
Studio Ghibli Sleep,"Fine On The Outside (From ""When Marnie Was There"") - Piano Version",Nikolai Tal
Studio Ghibli Sleep,"Longing for Mother's Return (From ""Up on Poppy Hill"") - Piano Version",Nikolai Tal
